Id,Price
725,185451.98736242342
15856,192731.20648877218
5480,199502.28624137474
15664,327602.17337314907
14275,138905.31644386897
7633,206750.4207563302
13329,172139.03531503884
5502,215414.78241851012
4220,290523.50519328396
11538,204999.17928446643
15975,270982.83992503467
3310,215223.74222158204
9286,150941.41764520737
11260,202098.37192605634
5214,120967.91815468564
11307,197076.87109047276
13543,370411.7095716431
615,166078.80205164693
3495,197941.95998627238
2321,253278.8380699269
12046,189676.32840921753
16688,147984.28639023213
12694,202932.50734441687
783,138500.30794244667
8968,151757.11095499794
13454,199259.10415726283
12190,260600.8791840314
11160,125539.51926060347
10291,190622.57421866927
891,275649.5144797463
2982,177615.48855963125
3818,200041.5578240323
2449,164327.1074888392
8317,159068.15235453795
4922,178581.13268086052
1257,250324.79877990577
9348,213518.44793606419
4176,185855.0163767901
10704,177701.27463900193
6624,105860.49770525128
5428,163126.56257260076
12749,191296.11341621334
8994,185081.72221883122
11513,140451.97122601874
3047,185281.92847863075
9519,211038.70295094783
12309,196813.20441943815
14081,306811.0750463548
8334,244722.9084210839
6343,199024.03455297023
14788,137625.25605017284
15748,452540.6027751238
153,231849.3376875016
14149,177884.1071206817
269,183802.30624396767
5452,135026.71728944918
721,164703.79162425193
5079,326962.5992266316
2831,115692.71262837946
10614,138125.99766894386
10131,257947.51798780324
9996,320150.4564994155
3061,296943.5601899393
11733,311749.120482467
3726,211452.38907679924
10929,214911.07232228466
9011,133514.49970232887
16182,263787.60248269764
4976,195327.29825490614
9897,244684.20285324776
1872,285080.4050022996
9205,402177.03915309644
5403,345802.19578263984
14074,209198.75298714836
6268,146182.887487752
14232,181519.77564077542
8532,249957.35225014188
7034,236204.75093795164
6553,313242.12758875196
3133,192123.1560143192
8596,209996.34800618183
12389,227488.51774105048
14462,174404.23447070987
8860,382942.8881416245
8377,252376.16496489377
6367,333109.77258319064
6917,257230.6179455094
4216,198195.70867319603
5806,162604.7012904319
5438,185147.47342269676
6632,210461.807635333
2650,149696.78250596655
5396,227069.91836806433
4044,143402.57703731177
1345,200779.4890705924
856,169804.94656386453
12791,241224.85436340648
12499,197425.64373453445
12249,128834.44648879988
14641,150004.6907937639
1919,177169.1790737127
7848,170376.99555508426
10749,177147.05248273112
15554,196429.6591750534
15834,194484.09562280466
1355,138375.23395893528
15451,170089.94363035457
12401,207271.83720430708
10290,176816.28629244879
9462,135702.60709820397
3103,246933.34325603064
3420,170055.1118855537
12262,236352.55553824655
5032,153608.1740781103
8949,234692.201329995
15567,170910.63953837747
16389,174185.3823578763
7809,105571.95427949037
8990,166049.51626182412
16089,275691.3447053757
12743,119205.49532766042
5132,122813.0138667286
1619,260500.7194349681
2428,109749.57878988923
16741,152293.7766016116
13193,170512.88949360893
12588,448656.6379322306
5067,194622.30798422973
14685,125219.82822513189
2292,176442.89136044006
5746,103539.34615237548
12578,169191.98010651095
14834,158052.12755038278
2147,172388.50385084556
8222,130276.70395483702
10419,256776.23938827394
11492,201113.72421166595
3006,200844.02832501137
8761,178409.8099161586
15371,359177.88735640177
16367,159373.96614086395
6317,230840.31534346184
10878,271110.82045549684
3895,168923.6043258072
8041,241064.69022702458
13428,436565.61626331613
14669,154956.31617008214
1006,176002.23797641732
12271,174126.91780921185
3764,382142.35604501574
7675,185105.13509902038
11709,269019.5198596324
8629,137975.2469484546
1105,357910.1193216696
6096,182641.89584410153
11727,210073.9567295313
5157,152357.09474481957
3679,163923.10967055478
1755,151298.39034658327
7391,160648.14898845466
7425,125875.58046104368
6882,402835.8849832542
10752,313801.4883832709
7472,220521.51978187374
14320,116644.9834062387
9596,162516.21329134252
5317,190023.6267618919
7378,86527.07378745714
16154,177443.9974083648
3464,186447.15321436158
4197,227502.49632140534
9477,101932.62854848811
12705,188290.0966197962
16426,186565.25579223642
1481,76107.13071318573
9946,215730.88616316314
12025,177839.61802644975
5341,271796.8728771803
9923,215495.39726168578
7953,270325.7543331135
11066,271983.58997447405
5037,182592.48071853715
2509,300184.7712064285
4937,357861.1462599024
12089,377600.04833704594
4964,180730.47074195993
16500,220386.05088231884
4625,158020.47294396223
2363,397308.5937339267
8148,177066.31031961995
3804,182727.33880080952
4584,167532.85053850774
10694,152950.38919425098
2691,169641.122940907
2983,234392.99308079915
13563,351183.15225550893
10747,183914.15623574186
1721,172408.70432330042
2789,235035.95516778147
7214,265962.6396495861
8659,182643.56058820998
5107,370713.73389832105
3843,236338.98960988503
14610,424513.7758725438
15505,177651.53449864857
5060,231749.25966528844
16055,229688.1144120788
14963,181050.58291314132
4118,141937.43649473792
1672,183642.04067746276
3209,159581.68394499327
16515,141511.73872639012
973,165514.13774556384
12529,183235.34857032011
5896,123119.77210135199
5450,258407.22737525246
3249,167364.91008672863
8911,181518.01301032744
5898,217357.57116284836
1024,186538.34129098878
4766,200599.50931341376
15804,191412.32889667232
14303,195454.23576437082
10707,180734.52434415946
6605,212260.58586524846
1138,494363.16450799897
14088,450025.7690402693
9154,195602.0767317421
8190,196152.79401352603
398,324032.3267348317
13302,257209.5394100494
9696,136115.14825057227
16786,106398.99006176624
16230,228220.6176986058
6552,191612.37218363833
923,194394.93331992583
9602,311088.2299632767
5857,199483.6629928979
8120,172176.61681189202
7134,302487.8491315228
11726,186590.35225403635
8069,113785.31428436577
12420,175192.0219768626
8604,169931.07842796744
4854,299293.91319202987
12212,200617.53057144297
12099,353321.4804739783
3882,345441.53661217546
6995,246488.70449175694
10172,212000.32297215183
11672,290197.2821512341
12897,269468.29375794623
16097,179021.94151775516
6779,298051.4631221145
11199,215076.2166896319
10816,428409.14888118143
143,409291.6474139681
5399,271222.6776252894
3286,145156.5208500851
13706,228419.26712980418
1935,399782.74637149426
16000,198638.58093632164
2860,229794.95794736463
11407,183360.97021593718
16378,258098.4135629538
12278,178359.54298894558
3842,179644.119964705
2692,321764.35350977385
7699,204132.31172802547
6825,319574.02332493005
7268,282736.50368586706
1477,402538.7601480464
9887,158678.05967126292
9436,192583.49857473376
3179,252955.11775794282
1350,365489.9600526333
10643,223955.74997954216
5793,255929.73972497284
11494,399652.4231183445
4206,203614.16668841886
12419,249466.07120626123
8530,209921.14714740735
5985,142824.14672828728
8908,230963.25622725586
256,119162.13564988898
7234,179008.92859413274
5648,209624.52550532625
3014,227358.80481558605
2184,188523.2572028234
9189,265317.412851457
14884,206926.7242187173
10333,171612.60600690573
15896,147833.28514700005
13269,155566.63528454406
8603,259200.1489426295
15087,175547.27093509183
4344,214608.68559589592
7981,72126.34856468307
10908,192309.93107038096
6190,172017.56638311152
11742,196834.30977639888
9224,147461.38973247583
14667,213959.60633081308
458,187883.56050840497
2464,265957.9837906941
12320,183615.67053417617
278,222710.8040538623
2912,258779.84032261567
6698,215503.26142762118
4510,118314.60135424067
4183,166935.23075207014
5551,243324.870390417
12187,165810.5035784638
7948,228140.5301073952
10808,197323.79304354716
12432,183407.0098096912
5356,178933.84599578418
8984,473734.49310602696
9203,180033.5872238194
15412,106165.14693118884
12041,114005.81650199047
7644,257857.54630392417
7071,236464.32394518857
10685,155026.86614510225
6763,220333.83039576918
940,130971.3355244012
14959,177988.33849373928
1338,147078.92409762455
5351,148103.24674199414
6524,308424.59937876347
12516,145091.91176078562
3288,226502.78752073593
3146,221136.527778528
3954,190199.32057442082
11955,193297.38512655153
1211,207807.61990154668
15668,207225.69801322574
1320,106165.14693118884
9108,199725.94538375604
16482,257937.61992737273
5017,117977.36016456298
8290,212937.4887452783
4304,377266.0387059628
1930,177857.84878763015
12530,173369.5473585025
11295,308358.6297680157
3002,151350.1331476761
15483,150650.53517695336
11525,205622.0930298799
13978,146662.9859019706
4885,134575.3083681006
8325,176777.46963624016
3630,165527.7175440215
9165,201548.2624828638
13945,214803.72922838858
10663,181009.349010269
14803,178865.79977257858
7621,159911.17402896617
8205,212296.40691519383
10387,193898.2200845984
5457,156667.90118541746
10234,354498.5757165129
6251,160685.514527057
701,267088.9242315458
7930,178543.3634826068
15028,119553.16040387706
12172,115575.88963525947
5805,179671.222841003
7411,236510.54911120384
14806,247491.73512087623
7890,162919.00768034943
10440,161032.3677090452
14926,162428.83426231478
5381,155194.14548789422
3800,336069.9020230765
10511,227555.32803735734
9324,251122.36168345148
3313,212264.007370913
7351,140770.07993632002
8459,186260.61864656274
9957,159877.11406091496
12024,213540.33321381774
4380,243095.04337503825
5042,175749.64976456764
13289,142666.28510579187
13407,409499.86351747485
13258,153744.66087293642
15993,281251.9161565099
12525,181473.4436120889
4062,203603.11878811594
12065,191322.83982434863
8227,222329.47288500698
11333,165933.25364991112
2867,129120.28902550806
3319,234308.1309621533
3523,327873.9253486822
7055,184344.40006788974
14930,184980.82297404186
3444,151905.4218042608
2940,328384.29898921377
6935,419831.6820503937
16116,371116.774996803
13370,247866.25242863433
6103,206847.28230159936
7446,174738.75981524208
1859,175399.183315267
4079,189697.0666724912
3228,157251.53647288555
9665,154026.75559575026
15957,413257.8211519996
11533,170852.92770791013
2314,132521.9372431512
4096,164265.14738952232
13437,153745.7327710092
5980,229539.25340070023
2008,199298.17720035248
6754,174862.84981246915
4129,156392.64462683137
14557,292645.59535395715
7096,311423.7742079101
14297,269405.1042798365
3967,271170.73713572696
16485,129229.61880166878
13075,346415.3304918938
14289,192714.91386656283
10988,171755.61299671765
3230,158121.8311707461
13250,172703.0170415205
2559,184308.62096199358
7739,340073.70311696257
7213,156099.24580184324
6639,217802.6226597623
3164,276298.8435379012
15207,163297.23227190966
5113,198859.79871647138
3929,153879.11965502796
14493,243351.59984323528
11110,180305.3127799498
2033,194345.35753131213
16057,206477.3831098283
16709,193131.9108985019
14313,166989.90739299476
1028,292117.9706832397
7187,100014.84106658779
3738,241629.54276421882
9869,307533.3330883008
12644,178320.83286675852
3686,115950.1023589735
9196,232473.73681668675
12326,193896.25853537855
4936,222982.64513665554
13314,166982.65108195343
9857,310163.9745504491
519,224006.43022719072
8410,177398.78953161807
1720,191047.37933316076
10341,264353.05526163673
14415,194369.79366686047
10613,290763.0383466858
8027,228235.61489655805
15539,259156.2086498065
7431,261790.74970432307
1370,124539.16434019941
12708,155527.06117334805
2250,216813.90383693873
14758,134910.15827693118
8525,285825.0955926988
1538,276025.79427536123
1142,147814.85987975134
1152,227663.10436703791
9802,177446.47569254303
3331,257940.36400103327
15203,173152.40529885035
4247,183630.80575221384
1976,483213.93785886077
2346,251930.19290009356
10078,224052.57609259608
1938,230913.56042482733
7819,219439.39921943162
2168,258784.28310702989
15634,219260.45567348413
8465,203574.01569449442
9313,154872.03026378303
6539,112066.23297484992
6325,134296.4383040262
13442,233867.63831349852
9967,168634.0731226446
7893,239868.66538015002
2861,195785.58869764753
11031,287982.3509611924
15073,136224.7223591925
13837,161201.21180463748
2524,244197.22169521535
8617,196398.85398159845
13513,176024.52716614283
3081,313305.2079468258
10675,351622.6017823339
1907,84990.30395381815
4872,250212.0923450008
16274,388433.3699544184
11837,240634.68747771968
16577,229932.18054470597
5231,216931.20725368528
11315,211948.51677317062
273,193898.2200845984
8363,184701.91461349808
4255,234079.71280839603
16330,197097.01978484035
11528,184333.44543356882
14799,261348.25325217663
1611,249668.3090598587
9234,179452.67946491935
1633,105113.64296494483
6791,177600.97295284778
11567,417665.6657175004
3070,252331.2621282829
12094,250740.3345462752
14335,310372.46550835914
137,183334.57222272485
7182,172107.41977600334
11718,169634.6921860721
5194,121971.39160529959
97,387550.1139616712
5118,467886.8577085795
13920,306742.2879404112
9952,193735.72871017028
15337,202596.77900405234
10243,194379.6195317114
4048,423987.9881163904
171,143427.88971484214
11378,176290.02260068897
14190,173044.65972764432
15265,141125.41829709682
2740,118870.07602876166
5573,221123.97258296655
4481,228202.5298267093
2631,166931.2141736556
4984,251571.124342144
16466,158584.90205405868
16716,132896.51335984893
15325,166012.42308278682
10115,174389.4901967853
117,336956.58212343743
5476,120888.87882292864
11757,184826.18274530058
12359,128468.00242635616
15546,176898.6286612626
8133,130977.72158298362
9018,472428.24025372433
2075,141758.03470617786
11170,259428.17263005156
15733,199281.4155059412
9280,144281.4750159386
10734,315698.8204066904
14071,175422.49463043595
7373,208414.01685673645
14736,181586.82831102022
3458,141698.6501806065
6183,178965.78115289434
7825,219094.40592514546
16775,163694.25325620465
5717,158677.01274399177
12397,137212.0799525199
8189,456614.39179147885
4423,221533.7476371461
3994,140056.82375140474
10342,202283.3988309927
10051,183121.0216861025
9453,143754.3077617221
12593,377760.7262676309
1274,106227.47799252493
6933,327335.4667813221
1761,130556.77213427273
7157,342737.8162515658
15169,152139.66205527238
6792,372921.26983691065
13830,161738.07001837096
7240,189028.5646360218
3051,272616.4923733497
6550,111812.64032500699
4603,186554.25273504716
5729,172134.3192860798
13473,319793.9918535183
15104,168632.3114545398
6599,386098.75382831244
2216,243544.8683659995
8721,270070.4281315085
3645,189855.98373680143
8664,205621.4378946338
11001,237427.96228081337
753,156322.42871707518
8129,221372.17078058128
15235,195306.68505357875
3359,207848.85488826447
10424,199440.20721279862
10226,203870.76603758667
9252,195204.45887668678
3008,242023.31556604974
5849,183733.56998623043
8494,169525.1344623106
6764,299078.1300809529
12445,264284.5184378334
11716,158593.02970801678
4508,114720.61448528452
5669,201903.22969960194
11427,134260.45988340926
11065,177066.27457637741
8910,209926.7159525989
16401,113593.99613713837
11913,145568.21830196035
6221,203702.6464642644
10839,201061.82699534012
2809,174587.5057374897
13311,171525.82693391474
6866,147475.90296061785
6019,179210.15354327596
3024,169695.57505741756
1391,245906.75342114255
15904,220854.78285922768
15858,333621.8835619943
9911,204797.17926233227
16579,189935.39626628207
4394,265107.46319694753
1468,454461.9667021775
12965,148123.9372577031
2249,168162.4094463648
14384,139808.79987638057
13040,131440.1340107454
8872,131683.25103620402
12864,244069.33193107665
15712,131854.90184694636
14049,171583.0557488577
1840,94966.55834845394
12019,185547.3707597682
8948,163495.65902413364
15154,234909.68778504548
6943,156639.97174220887
12564,405120.94959029125
12766,136191.83737905746
7255,215373.18209258578
7962,150862.16007371675
709,170484.17827601303
4634,145679.22208472426
889,204960.6896567975
4774,151967.0197103569
13890,144832.41144848647
15431,154257.6311217829
8726,316789.6239318076
10373,132765.87121726928
6413,145655.4153383325
9761,126362.15101130381
15864,134225.7986670908
6147,143953.10826953794
3384,263220.152319641
320,225796.23205391885
